lemma_name,lexical_abbreviation,definition_text
"minyak tung",noun,"minyak nabati yang berasal dari biji buah pohon Aleurites cordata, dengan cara memeras biji tersebut, berwarna kuning muda, berbau tidak enak, digunakan dalam pembuatan cat, pernis, linoleum, dan pengering cat"
"minyak tungku",noun,"minyak sulingan dengan spesifikasi khusus, digunakan untuk peralatan pemanas ruangan"
"minyak tusam",noun,terpentin
"minyak vetiver",noun,"minyak aromatik yang diperoleh dari akar Vetivertia zizantiodes, digunakan dalam wangi-wangian"
"minyak wangi",noun,"barang cair asiri yang harum baunya; parfum"
"minyak yasmin",noun,"minyak tanpa warna yang diperoleh secara ekstraksi dari bunga Jasminum grandiflorum dan jenis lain Oleaceae, digunakan untuk wangi-wangian"
"minyak zaitun",noun,"minyak berwarna kuning jernih yang diperoleh dari buah zaitun, digunakan dalam sediaan farmasi, pembuatan sabun, dsb"
"mirat atas",noun,"mirat yang terjadi di atas padang salju, permukaan laut yang dingin, dsb, gambar bayangan berada tepat di atas letak benda yang sebenarnya"
"mirat bawah",noun,"mirat yang biasanya timbul di atas bentangan air, permukaan tanah, pantai, atau jalan yang mengalami pemanasan kuat, gambar bayangan tampak di bawah letak benda yang sebenarnya"
"misa kudus",noun,"upacara persembahan kurban; misa suci"
"misa rekuiem",noun,"misa bagi roh orang yang sudah meninggal"
"misa suci",noun,"misa kudus"
"misal kata",noun,"andaikata; seandainya"
"misal nya",noun,"contohnya; umpamanya"
"misil balistik",noun,"peluru yang ditembakkan dengan roket yang mencapai sasarannya dengan mengikuti lintasan balistik"
"miskin papa",adjective,"sangat miskin"
"misteri Paskah",noun,"wafat dan kebangkitan Yesus Kristus"
"mitra bisnis",noun,"partner dalam mengadakan bisnis"
"mitra kerja",noun,"mitra dalam mengadakan pekerjaan"
"mitra latih",noun,"orang yang bertugas melakukan pelatihan dengan olahragawan, seperti petinju, selama dalam pelatihan"
"mitra main",noun,"mitra tanding"
"mitra perjamuan",noun,"orang yang duduk di sebelah kita mengelilingi meja dalam suatu perjamuan"
"mitra tanding",noun,"lawan bertanding dalam berlatih olahraga (tinju dsb)"
"mitra usaha",noun,"mitra dalam mengadakan suatu usaha"
"mitra wicara",noun,"kelompok mitra yang dapat diajak berdiskusi, berdialog, dan berunding"
"mobil ambulans",noun,"mobil khusus untuk mengangkut orang sakit, korban kecelakaan, dsb"
"mobil baja",noun,"mobil yang berlapis baja"
"mobil balap",noun,"mobil khusus untuk olahraga balap"
"mobil boks",noun,"mobil truk angkutan barang dengan bak tertutup"
"mobil dinas",noun,"mobil milik instansi (perusahaan dsb) dan digunakan untuk keperluan melaksanakan pekerjaan instansi, perusahaaan, dsb"
"mobil film",noun,"mobil yang mengangkut segala peralatan pemutaran film di luar gedung"
"mobil pribadi",noun,"mobil milik perseorangan dan dipakai untuk keperluan sendiri"
"mobil sport",noun,"mobil untuk keperluan olahraga balap; mobil balap"
"mobil toko",noun,"mobil yang dirancang sedemikian rupa sehingga dapat digunakan sebagai tempat menjual barang (makanan, majalah, koran, dsb), biasanya berkeliling di kawasan permukiman atau berhenti di suatu lokasi"
"mobil umum",noun,"mobil untuk keperluan pengangkutan umum (seperti bus, taksi)"
"mobilisasi sosial",noun,"perpindahan (tempat atau kedudukan, tingkah laku) orang-orang dalam masyarakat dengan pola yang baru"
"mobilisasi umum",noun,"mobilisasi (pengerahan orang untuk menjadi tentara) yang berlaku bagi semua warga negara"
"mobilitas ekologi",noun,"gerak perubahan atau perpindahan penduduk dari tempat yang satu ke tempat yang lain"
"mobilitas geografis",noun,"gerak penduduk dari daerah yang satu ke daerah yang lain; mobilitas horizontal"
"mobilitas horizontal",noun,"mobilitas geografis"
"mobilitas sosial",noun,"perubahan kedudukan warga masyarakat kelas sosial yang satu ke kelas sosial yang lain"
"mobilitas vertikal",noun,"mobilitas manusia dalam naik turun golongan sosialnya"
"modal asing",noun,"modal dari bangsa (negara) asing yang ditanam dalam suatu negara dengan maksud memperoleh keuntungan yang cukup"
"modal bergerak",noun,"modal yang dapat dipindah-pindahkan (seperti mobil, uang)"
"modal campuran",noun,"modal patungan"
"modal dasar",noun,"modal yang merupakan dasar utama; modal utama"
"modal dengkul",noun,"modal yang tidak berupa uang atau harta, tetapi hanya berupa perkataan atau tenaga"
"modal ekuitas",noun,"modal yang diperoleh melalui pasar modal"
"modal kerja",noun,"bagian modal yang beredar dalam jangka waktu pendek, yaitu beredar dari uang menjadi persediaan barang piutang dan menjadi uang kembali"
"modal manusiawi",noun,"bentuk modal yang berupa keterampilan dan kecakapan"
"modal patungan",noun,"modal yang diperoleh atas dasar pengumpulan uang bersama-sama untuk maksud tertentu"
"modal swasta",noun,"modal yang ditanam oleh swasta untuk memperoleh keuntungan yang cukup"
"modal tetap",noun,"modal yang tidak dapat dipindah-pindahkan (seperti gedung, tanah)"
"modal tetap masyarakat",noun,"modal yang jumlahnya cukup besar yang ditanamkan dalam sektor perhubungan dan angkutan dengan tujuan menghemat sumber produksi yang ada"
"modal utama",noun,"modal dasar"
"modal ventura",noun,"modal patungan"
"model dasar",noun,"pola utama"
"modul dasar",noun,"modul yang merupakan urutan studi yang harus diikuti siswa, kecuali mereka yang mempunyai ketidakmampuan belajar yang khusus"
"modul lengkap",noun,"modul tentang suatu masalah yang disusun untuk melengkapi modul pokok tentang masalah itu"
"modus desideratif",noun,"modus yang menyatakan keinginan"
"modus imperatif",noun,"modus yang menyatakan perintah atau larangan"
"modus indikatif",noun,"modus yang menyatakan sikap objektif atau netral"
"modus interogatif",noun,"modus yang menyatakan pertanyaan"
"modus operandi",noun,"modus operasi"
"modus operasi",noun,"cara atau teknik yang berciri khusus dari seorang penjahat dalam melakukan perbuatan jahatnya"
"modus optatif",noun,"modus yang menyatakan harapan"
"mogok duduk",verb,"mogok dengan tidak meninggalkan tempat bekerja dsb"
"mogok kerja",verb,"mogok dengan menghentikan kegiatan, pekerjaan karena adanya tuntutan yang tidak dipenuhi oleh pihak perusahaan atau tempat bekerja"
"mogok makan",verb,"tidak mau makan (sebagai protes dsb)"
"momen gaya",noun,"kecenderungan berputar suatu pengungkit yang besarnya sama dengan hasil kali gaya dengan jarak tegak lurus dari titik tumpu terhadap gaya"
"momen inersia",noun,"hasil kali massa benda dengan kuadrat jaraknya terhadap sumbu putaran"
"momen magnetik",noun,"sifat magnet permanen atau kumparan yang dilewati arus, digunakan sebagai ukuran kuat medan magnet"
"momen opname",noun,"pandangan (lukisan, gambaran) sesaat"
"momen puntir",noun,"penyebab perubahan gerakan putar yang mempercepat atau memperlambat gerak putar suatu benda"
"monarki absolut",noun,"bentuk pemerintahan dengan kekuasaan tertinggi di tangan satu orang raja"
"monarki konstitusional",noun,"bentuk pemerintahan yang kekuasaan kepala negaranya (raja, ratu) dibatasi oleh ketentuan dan/atau undang-undang dasar"
"monolog dramatik",noun,"sajak yang terdiri atas kata-kata yang diucapkan seorang tokoh tunggal pada saat kritis yang mengungkapkan keadaan dirinya dari situasi yang dihadapinya"
"monsun musim dingin",noun,"monsun yang berasal dari benua dan bertiup di musim dingin"
"monsun musim panas",noun,"monsun yang berasal dari samudra dan bertiup dalam musim panas"
"morfem bebas",noun,"morfem yang secara potensial dapat berdiri sendiri dalam suatu bangun kalimat, misal saya, duduk, kursi"
"morfem dasar",noun,"morfem yang dapat diperluas dengan dibubuhi afiks, misal juang dalam berjuang"
"morfem dasar terikat",noun,"morfem dasar yang hanya dapat menjadi kata bila bergabung dengan afiks atau dengan morfem lain, misal juang, temu"
"morfem gramatikal",noun,"morfem yang jumlahnya terbatas dan berfungsi sebagai penghubung di antara morfem leksikal"
"morfem leksikal",noun,"morfem yang jumlahnya tidak terbatas dan sangat produktif (mencakupi kata penuh dan afiks derivatif)"
"morfem penyambung",noun,"unsur yang diletakkan antara dua morfem lain"
"morfem segmental",noun,"morfem yang terjadi dari fonem segmental"
"morfem suprasegmental",noun,"morfem yang terjadi dari fonem suprasegmental"
"morfem terbagi",noun,"morfem yang realisasinya dalam bentuk morfem diantari oleh unsur lain, seperti {ke -- an} dalam {keadaan}"
"morfem terikat",noun,"morfem yang tidak mempunyai potensi untuk berdiri sendiri dan yang se-lalu terikat dengan morfem lain untuk membentuk ujaran, misal ber-, meng-, -kan"
"morfem unik",noun,"morfem yang hanya mampu berkombinasi dengan satu satuan tertentu (misal morfem gulita, petas, dan siur pada kombinasi gelap gulita, beras petas, dan simpang siur)"
"mosi kepercayaan",noun,"mosi yang menyatakan wakil rakyat percaya kepada kebijakan pemerintah (pengurus organisasi dsb)"
"mosi tidak percaya",noun,"pernyataan tidak percaya dari Dewan Perwakilan Rakyat terhadap kebijakan pemerintah"
"motif dasar",noun,"motif yang umum untuk menggambarkan atau membandingkan motif dari orang yang berbeda-beda"
"motif hiasan",noun,"corak hiasan yang indah pada kain, bagian rumah, dsb"
"motif intrinsik",noun,"dorongan, keperluan, atau keinginan yang tidak perlu disertai perangsang dari luar"
"motivasi bawah sadar",noun,"dorongan untuk bertindak yang pada hakikatnya terselubung bagi yang bersangkutan, tetapi dapat ditelusuri melalui perilakunya"
"motivasi ekstrinsik",noun,"dorongan yang datangnya dari luar diri seseorang"
"motivasi intrinsik",noun,"dorongan atau keinginan yang tidak perlu disertai perangsang dari luar"
"motor tempel",noun,"motor yang dipasang menempel pada buritan perahu dan dipakai untuk menjalankannya"
"muai panjang",verb,"pertambahan panjang suatu benda akibat pemanasan"
"muai ruang",verb,"pertambahan isi (volume) benda akibat pemanasannya"
"muatan beku",noun,"muatan yang sudah dibekukan sebelum dikapalkan dan tetap dijaga dalam keadaan beku selama perjalanan dengan suhu antara 10oF sampai 18oF"
"muatan cair",noun,"segala cairan yang dapat diangkut dalam bentuk curah (tidak terbungkus dalam kemasan seperti kotak)"
"muatan curah",noun,"muatan homogen yang diangkut dalam bentuk curah di dalam ruang muatan dan dalam keadaan tidak terbungkus dalam kemasan seperti kotak, peti, dan karung"
"muatan dingin",noun,"muatan yang harus diangkut pada saat suhu rendah agar tetap awet atau tidak berubah kualitasnya"
"muatan geladak",noun,"segala muatan yang diletakkan di atas geladak kapal"
"muatan kering",noun,"segala jenis muatan yang kering (bukan muatan curah, cair, beku, dan gas)"
"muatan listrik",noun,"muatan yang tolak-menolak; muatan yang tidak tarik-menarik dengan gaya yang besarnya ditentukan dengan hukum Coulomb"
"muda belia",adjective,"muda sekali"
"muda bestari",adjective,"muda, tetapi sudah luas pengetahuannya serta bijaksana"
"muda hati",adjective,"(orang tua) yang tingkah lakunya seperti orang muda"
"muda lela",adjective,"muda dan elok"
"muda mentah",adjective,"sangat muda"
"muda mudi",adjective,"golongan muda; kaum muda; anak muda"
"muda pikiran",adjective,"muda hati"
"muda remaja",adjective,"muda yang sudah mulai balig"
"mudah tersinggung",adjective,"mudah sakit hati"
"mudarat dan manfaatnya",noun,"rugi dan untungnya; buruk baiknya"
"muka air tanah",noun,"batas atas zona kandungan air yang jenuh"
"muka badak",noun,"tidak mempunyai rasa malu"
"muka bantal",noun,"ujung bantal yang disulam atau disekat"
"muka berbakat",noun,"bopeng (bekas cacar)"
"muka berkilat",noun,"tampak gembira"
"muka kecut",noun,"muka masam"
"muka manis",noun,"wajah yang menarik hati"
"muka manis",noun,"wajah yang riang gembira (dengan senyum dsb)"
"muka masam",noun,"wajah yang tidak menarik"
"muka masam",noun,"wajah yang cemberut, merengut, dsb (karena merasa tidak senang dsb)"
"muka papan",noun,"tidak tahu malu"
"muka sabak",noun,"muka seakan-akan mau menangis, tetapi belum mencucurkan air mata"
"muka tebal",noun,"tidak mempunyai malu"
"muka tembem",noun,"muka yang gemuk"
"muka-muka (dng -)",NULL,NULL
"mula pertama",noun,"pertama sekali; mula-mula"
"mula-mula sekali",adverb,"yang paling mula; pertama-tama sekali"
"mulsa tunggul",noun,"sisa tanaman yang ditinggalkan di atas permukaan tanah untuk menutup tanah itu sebelum dan selama persiapan pengolahan tanah"
"multimedia massa",noun,"bermacam-macam sarana alat komunikasi masyarakat (surat kabar, radio, televisi, dsb)"
"mulut bawel",noun,"mulut usil"
"mulut berbisa",noun,"suka mengeluarkan kata-kata yang pedas dan tajam"
"mulut bergetah",noun,"yang diucapkannya seringkali terbukti"
"mulut bocor",noun,"bocor mulut"
"mulut buaya",noun,"bahaya besar; kesulitan yang amat sangat"
"mulut buaya",noun,"ucapan yang belum tentu kebenarannya (karena diucapkan oleh penipu atau penjahat)"
"mulut busuk",noun,"napasnya berbau busuk"
"mulut daun",noun,"lubang (pori) kecil-kecil pada daun"
"mulut gapil",noun,"cerewet; gapil mulut"
"mulut gatal",noun,"selalu ingin bicara (terutama mencomel, mencela, mengata-ngatai)"
"mulut gawang",noun,"lubang gawang"
"mulut gunung",noun,"lubang kepundan; kawah"
"mulut harimau",noun,"bahaya besar; kesulitan besar"
"mulut kapuk",noun,"lubang lumbung padi"
"mulut kotor",noun,"suka mengeluarkan perkataan yang tidak sopan"
"mulut kulit",noun,"lubang kecil-kecil pada kulit"
"mulut kunci",noun,"lubang kunci"
"mulut manis",noun,"lemah lembut dan sangat menarik hati tutur katanya"
"mulut rambang",noun,"banyak cakap"
"mulut sungai",noun,"muara sungai"
"mulut usil",noun,"suka membicarakan urusan orang lain; mulut bawel"
"mundur maju",verb,"ragu-ragu; tidak tetap hati"
"mundur maju",verb,"bergerak (berjalan) mundur dan maju"
"mundur teratur",verb,"mengundurkan diri dengan diam-diam"
"mundur teratur",verb,"mundur dengan baik dan teratur (tentang pasukan dalam perang)"
"muntah berak",verb,"(sakit) muntah-muntah disertai buang-buang air; muntaber"
"muntah darah",verb,"mengeluarkan darah dari mulut (karena sakit dsb)"
"murah hati",adjective,"suka (mudah) memberi; tidak pelit; penyayang dan pengasih; suka menolong; baik hati"
"murah mulut",adjective,"ramah tamah"
"murah rezeki",adjective,"mudah mendapat (memperoleh) rezeki; banyak rezeki"
"murah senyum",adjective,"mudah tersenyum; banyak senyum (karena baik hati)"
"murah tangan",adjective,"suka memberi"
"murang sarak",noun,"orang yang nakal, yang bandel"
"Murba Wisesa",noun,"Yang Mahakuasa, Mahatinggi"
"musabaqah tilawatil Quran",noun,"perlombaan membaca Alquran"
"musang air",noun,"musang yang bentuknya mirip berang-berang, termasuk satwa yang dilindungi; Cynogale bennetti"
"musang akar",noun,"musang kecil berbintik-bintik"
"musang bulan",noun,"musang jebat; rase"
"musang jebat",noun,"musang kesturi"
"musang keluai",noun,luak
"musang kesturi",noun,"musang yang mengeluarkan bau harum atau jebat, Viverra zibetha"
"museum filateli",noun,"museum prangko"
"museum Gajah",noun,"Museum Nasional"
"museum Nasional",noun,"museum tempat menyimpan, mengoleksi, memamerkan harta peninggalan purbakala, benda bersejarah, barang-barang kuno, arca, naskah, dsb yang berasal dari daerah di seluruh nusantara (nasional); Gedung Gajah"
"museum prangko",noun,"museum tempat menyimpan, mengoleksi, merawat, dan memamerkan benda-benda yang berhubungan dengan surat-menyurat dan perprangkoan (tentang pembuatan, penerbitan, tema, dsb)"
"museum Purna Bhakti Pertiwi",noun,"museum tempat menyimpan, mengoleksi, dan memamerkan cenderamata yang diterima oleh mantan Presiden Soeharto dari negara sahabat selama menjabat Presiden"
"museum Satrya Mandala",noun,"museum tempat memamerkan benda-benda yang pernah dipergunakan oleh ABRI dalam perang masa lampau"
"museum sejarah",noun,"museum tempat memamerkan benda-benda bersejarah (menggambarkan peristiwa sejarah)"
"museum seni",noun,"museum tempat memamerkan berbagai barang seni rupa"
"museum Sumpah Pemuda",noun,"museum bekas gedung tempat dicetuskannya ikrar pemuda pada tanggal 28 Oktober 1928, koleksinya terdiri atas benda-benda pada masa itu"
"museum tekstil",noun,"museum tempat menyimpan, mengoleksi, merawat, dan memamerkan hasil tekstil, berupa kain, pakaian, serta peralatan, mulai dari bentuk tradisional hingga bentuk kontemporer dari berbagai daerah di Indonesia"
"museum wayang",noun,"museum tempat menyimpan, merawat, mengoleksi, dan memamerkan wayang dalam berbagai bentuk dan jenis dari berbagai daerah dan negara"
"musik berahi",noun,"seni budaya peninggalan zaman wali berupa nyanyian yang dibawakan oleh wanita, diiringi oleh tembang"
